mint_number,NRI,Collection Rank,hand,shirt,head,waist,foot,pants,underwear,accessory,hand_probability,shirt_probability,head_probability,waist_probability,foot_probability,pants_probability,underwear_probability,accessory_probability,total_probability
5071,0.8153980752405949,1477,Worn Out Microphone,Robe,Second Hand Captain Hat,Suspenders,"""Cloud White"" Vintage Hightops (Clean) 🔥",Leggings,Boxer Briefs,Tennis Bag,0.00012498437695288088,0.01799775028121485,0.0007499062617172854,0.05436820397450319,0.00012498437695288088,0.0281214848143982,0.05199350081239845,0.010498687664041995,1.7595595556984206e-19
5072,0.8587676540432446,1130,"""Pinstripe"" Vintage Tennis Racket (Sexy) 🔥",Victorian Kimono,"""Shiny"" 1960s Jewelry Headpiece (Clean) 🔥",Rope,2yr Old Stilletos,Leggings,Panties,Choker,0.00012498437695288088,0.0064991876015498065,0.00012498437695288088,0.05861767279090114,0.0007499062617172854,0.0281214848143982,0.047494063242094736,0.0111236095488064,6.630242223484858e-20
5073,0.8707661542307211,1034,5yr Old Surf Board,Old Bandeau Top,Golf Visor,5yr Old Platinum Belt,Stilletos,Cutoff Pants,2yr Old String Bikini,Casio Watch,0.0003749531308586427,0.005749281339832521,0.01524809398825147,0.0003749531308586427,0.02124734408198975,0.02662167229096363,0.0004999375078115235,0.01262342207224097,4.399627403691304e-20
5074,0.5408073990751157,3674,Cane,Futuristic Bomber Jacket,Space Helmet,Leather Belt,Old Hightops,Crop Pants,Boy Shorts,Retro Neck Tie,0.021372328458942633,0.005749281339832521,0.013123359580052493,0.05536807899012623,0.0008748906386701663,0.030371203599550055,0.047244094488188976,0.00012498437695288088,1.4008412364021964e-17
5075,0.024496937882764636,7805,Cane,Bikini Top,Beanie,Leather Belt,Sandals,Karate Pants,Midway Briefs,Monocle,0.021372328458942633,0.016372953380827397,0.012373453318335208,0.05536807899012623,0.025746781652293462,0.02687164104486939,0.04361954755655543,0.01262342207224097,9.132814668199939e-14
5076,0.019872515935508095,7842,Wand,Dress,Yarmulke,Chrome Belt,Studded Boots,Tennis Skirt,Bikini,Crossbody Bag,0.01949756280464942,0.0196225471816023,0.016122984626921636,0.05061867266591676,0.023747031621047368,0.026371703537057867,0.03812023497062867,0.013498312710911136,1.0061772002500587e-13
5077,0.5249343832020997,3801,Blanket,Graphic Tee,Wedding Veil,Bat Belt,Futuristic Leather Boots,Tights,Trunks,5yr Old Amulet,0.01799775028121485,0.015748031496062992,0.013123359580052493,0.06161729783777028,0.0006249218847644045,0.021372328458942633,0.044119485064366956,0.00012498437695288088,1.6879357534474132e-17
5078,0.5228096487939007,3818,Wine Glass,Bomber Jacket,Space Helmet,Shoelace Belt,Linen Shoes,Vintage Hot Pants,Boxers,"""Night Black"" Futuristic Shades (Collectors Edition) 🔥",0.020122484689413824,0.01524809398825147,0.013123359580052493,0.05411823522059742,0.022122234720659918,0.0006249218847644045,0.04611923509561305,0.00012498437695288088,1.7365143467131377e-17
5079,0.6817897762779652,2546,Aged Yo-yo,Bikini Top,Beanie,Jeweled Belt,Shoes,3yr Old Tennis Skirt,Garter,Aged Backpack,0.0004999375078115235,0.016372953380827397,0.012373453318335208,0.05486814148231471,0.021622297212848394,0.0006249218847644045,0.0536182977127859,0.0003749531308586427,1.5096333898204655e-18
5080,0.1722284714410699,6623,1970s Wrench,3yr Old Dress,Yarmulke,Fish Belt,Dress Shoe,Leggings,Granny Panties,Ear Buds,0.0008748906386701663,0.006624171978502687,0.016122984626921636,0.049868766404199474,0.023497062867141608,0.0281214848143982,0.05199350081239845,0.011373578302712161,1.8207798672184867e-15
5081,0.34033245844269466,5278,Aged Wand,Vintage Graphic Tee,Wedding Veil,Leather Belt,Ballet Shoe,Yoga Pants,String Bikini,Scarf,0.00012498437695288088,0.005749281339832521,0.013123359580052493,0.05536807899012623,0.016372953380827397,0.031996000499937505,0.05486814148231471,0.010873640794900637,1.6318931803877193e-16
5082,0.8741407324084489,1007,"""Glittery"" 1970s Key (Monogramed) 🔥",1970s Button Up,Space Helmet,Futuristic Chrome Belt,Riding Boots,Sweat Pants,Granny Panties,"""Camo"" 1980s Portfolio Bag (Chic) 🔥",0.00012498437695288088,0.006124234470691163,0.013123359580052493,0.000999875015623047,0.01937257842769654,0.02949631296087989,0.05199350081239845,0.00012498437695288088,3.729565463820257e-20
5083,0.3469566304211974,5225,Wine Glass,Bra,Fez,Leather Belt,Ballet Shoe,Tights,"""Cloud White"" 3yr Old Midway Briefs (Fire) 🔥",Choker,0.020122484689413824,0.017372828396450445,0.014748156480439945,0.05536807899012623,0.016372953380827397,0.021372328458942633,0.00012498437695288088,0.0111236095488064,1.3887678666530168e-16
5084,0.6206724159480065,3035,Laptop,Turtle Neck,Bowler Hat,1950s Platinum Belt,Jeweled Sandals,Crop Pants,G-String,Futuristic Tennis Bag,0.01837270341207349,0.016622922134733157,0.012123484564429446,0.0003749531308586427,0.01849768778902637,0.030371203599550055,0.050368703912010995,0.00012498437695288088,4.9099925884034584e-18
5085,0.5101862267216598,3919,Wand,Hawaiian Shirt,Cheese Head,Victorian Bat Belt,Slides,Kilt,Second Hand String Bikini,Bow Tie,0.01949756280464942,0.014498187726534183,0.017747781527309086,0.000999875015623047,0.024621922259717537,0.02837145356830396,0.0004999375078115235,0.011373578302712161,1.992508683151969e-17
5086,0.1121109861267342,7104,Fidget Spinner,Tunic,Crown,Studded Belt,Rain Boots,Old Trousers,Boy Shorts,Smart Watch,0.020372453443319585,0.01399825021872266,0.014498187726534183,0.05649293838270216,0.021622297212848394,0.0011248593925759281,0.047244094488188976,0.013873265841769778,3.72349932138289e-15
5087,0.5825521809773778,3340,"""Mystic Purple"" Old Record Player (Clean) 🔥",Plastic Shirt,Panama Hat,5yr Old Leather Belt,Ballet Shoe,Track Pants,Midway Briefs,Scarf,0.00012498437695288088,0.0169978752655918,0.012248468941382326,0.0016247969003874516,0.016372953380827397,0.026121734783152106,0.04361954755655543,0.010873640794900637,8.576625253108802e-18
5088,0.5979252593425821,3217,1980s Guitar,Kimono,Bowler Hat,Leather Belt,Jeweled Sandals,Medieval Cutoff Pants,G-String,Atomic Watch,0.00024996875390576176,0.018872640919885015,0.012123484564429446,0.05536807899012623,0.01849768778902637,0.00024996875390576176,0.050368703912010995,0.009498812648418948,7.005491164270665e-18
5089,0.727159105111861,2183,Old Pen,Safari Jacket,Baseball Cap,Brand New Belt,Wedge,Trousers,String Bikini,Vintage Snake,0.0004999375078115235,0.016372953380827397,0.01524809398825147,0.001249843769528809,0.023372078490188727,0.02799650043744532,0.05486814148231471,0.00012498437695288088,6.99988813293982e-19
5090,0.9090113735783028,728,Video Game Console,Bowling Shirt,2021 Crown,Retro Fanny Pack,Brand New Rain Boots,Baggy Pants,Boxers,2yr Old Scrunchie,0.019997500312460944,0.017372828396450445,0.0006249218847644045,0.0004999375078115235,0.0007499062617172854,0.025746781652293462,0.04611923509561305,0.00012498437695288088,1.2079680627673054e-20
5091,0.57092863392076,3433,Aged Tennis Racket,Futuristic Bomber Jacket,Wedding Veil,Jeweled Belt,Wedge,3yr Old Hot Pants,Boxers,Purse,0.0004999375078115235,0.005749281339832521,0.013123359580052493,0.05486814148231471,0.023372078490188727,0.0003749531308586427,0.04611923509561305,0.011623547056617924,9.722762001592774e-18
5092,0.5633045869266342,3494,"""Colorful"" 1970s Cellphone (Signed) 🔥",Tailcoat,Coonskin Cap,Leather Belt,Brand New Rain Boots,Dress Pants,Panties,Bracelet,0.00012498437695288088,0.013748281464816898,0.011748531433570804,0.05536807899012623,0.0007499062617172854,0.024996875390576177,0.047494063242094736,0.010623672040994875,1.0571920048962222e-17
5093,0.7816522934633171,1747,Retro Cellphone,Safari Jacket,Sombrero,Jeweled Belt,1960s Riding Boots,Tights,Garter,"""8 Bit"" Second Hand Neck Pillow (Monogramed) 🔥",0.0003749531308586427,0.016372953380827397,0.012998375203099613,0.05486814148231471,0.0004999375078115235,0.021372328458942633,0.0536182977127859,0.00012498437695288088,3.1350873129639935e-19
5094,0.026371703537057867,7790,Trumpet,Turtle Neck,Golf Visor,Fish Belt,Wedge,Skinny Jeans,Diaper,Tackle Box,0.01937257842769654,0.016622922134733157,0.01524809398825147,0.049868766404199474,0.023372078490188727,0.026246719160104987,0.05649293838270216,0.010498687664041995,8.90923725329343e-14
5095,0.5789276340457443,3369,2yr Old Tennis Racket,Robe,Cowboy,Fanny Pack,"""Military"" 1960s Riding Boots (Badass) 🔥",Miniskirt,Panties,Amulet,0.0003749531308586427,0.01799775028121485,0.013498312710911136,0.05199350081239845,0.00012498437695288088,0.02962129733783277,0.047494063242094736,0.010748656417947757,8.951113489926552e-18
5096,0.12623422072240975,6991,Beer Mug,Bowling Shirt,Baseball Cap,Jeweled Belt,Derby Shoes,Baggy Pants,Boxer Briefs,1990s Watch,0.01949756280464942,0.017372828396450445,0.01524809398825147,0.05486814148231471,0.02124734408198975,0.025746781652293462,0.05199350081239845,0.0003749531308586427,3.022319083282134e-15
5097,0.40019997500312465,4799,Wand,Safari Jacket,Crown,Belt,Moccasins,5yr Old Hot Pants,Diaper,Second Hand Ear Buds,0.01949756280464942,0.016372953380827397,0.014498187726534183,0.1078615173103362,0.022622172228471443,0.0007499062617172854,0.05649293838270216,0.00012498437695288088,5.979691458508949e-17
5098,0.28896387951506064,5689,Pen,Medieval Turtle Neck,Headphones,Platinum Belt,Derby Shoes,Futuristic Tennis Skirt,Diaper,Snake,0.02099737532808399,0.005999250093738283,0.012123484564429446,0.051118610173728284,0.02124734408198975,0.0004999375078115235,0.05649293838270216,0.010873640794900637,5.093988946341583e-16
5099,0.44019497562804655,4479,Blanket,Robe,Space Helmet,Worn Out Leather Belt,Moccasins,Leggings,Thong,1800s Guitar Case,0.01799775028121485,0.01799775028121485,0.013123359580052493,0.0006249218847644045,0.022622172228471443,0.0281214848143982,0.045744281964754406,0.0004999375078115235,3.864846894124588e-17
5100,0.724034495688039,2208,Tennis Racket,Bowling Shirt,Balaclava,"""Electric Swirl"" 1920s Belt (Cheap) 🔥",Wedge,"""Forest Green"" Retro Yoga Pants (Expensive) 🔥",Thong,Goggles,0.01937257842769654,0.017372828396450445,0.010998625171853519,0.00012498437695288088,0.023372078490188727,0.00012498437695288088,0.045744281964754406,0.011748531433570804,7.263159021610167e-19
5101,0.8538932633420823,1169,"""Anime"" 1980s Spoon (Chic) 🔥",Used Safari Jacket,Turban,Worn Out Rope,Vintage Rain Boots,Crop Pants,Tighty-whities,Festival Wristband,0.00012498437695288088,0.004624421947256593,0.017747781527309086,0.0007499062617172854,0.0006249218847644045,0.030371203599550055,0.03999500062492189,0.013123359580052493,7.663068555735661e-20
5102,0.2543432070991126,5966,Wine Glass,1990s Tank Top,Panama Hat,Suspenders,Wedge,Kilt,Tighty-whities,1990s Bow Tie,0.020122484689413824,0.005874265716785402,0.012248468941382326,0.05436820397450319,0.023372078490188727,0.02837145356830396,0.03999500062492189,0.0003749531308586427,7.827509441042783e-16
5103,0.3192100987376578,5447,Paintbrush,Aged Shirt,Flat Cap,Fanny Pack,Flip Flops,Miniskirt,3yr Old Trunks,Atomic Watch,0.017497812773403325,0.004999375078115236,0.01262342207224097,0.05199350081239845,0.023747031621047368,0.02962129733783277,0.0007499062617172854,0.009498812648418948,2.876837676097794e-16
5104,0.1132358455193101,7095,Used Massager,Cape,Peaked Cap,Suspenders,Loafers,Leggings,Thong,Shades,0.0008748906386701663,0.016372953380827397,0.013498312710911136,0.05436820397450319,0.022622172228471443,0.0281214848143982,0.045744281964754406,0.011998500187476566,3.670638337694828e-15
5105,0.5238095238095238,3810,Old Blanket,Bandeau Top,"""Steampunk"" Second Hand Bandana (Custom) 🔥",Shoelace Belt,Flip Flops,Cargo Shorts,Garter,Choker,0.0003749531308586427,0.017747781527309086,0.00012498437695288088,0.05411823522059742,0.023747031621047368,0.02687164104486939,0.0536182977127859,0.0111236095488064,1.713099908458234e-17
5106,0.9950006249218848,40,1800s Scissors,Ring Mail,5yr Old Feather Hat,"""Velour"" 2yr Old Belt (Wet) 🔥",Loafers,Victorian Bell Bottoms,Brand New Thong,Cyclops Glasses,0.0006249218847644045,0.014373203349581302,0.0003749531308586427,0.00012498437695288088,0.022622172228471443,0.00024996875390576176,0.0003749531308586427,0.012998375203099613,1.1601071425993904e-23
5107,0.4338207724034495,4530,Beer Mug,Parka,Wizard Hat,1960s Chrome Belt,3yr Old Cowboy Boots,Skort,Garter,Suitcase,0.01949756280464942,0.014623172103487065,0.011998500187476566,0.0014998125234345708,0.0004999375078115235,0.025871766029246346,0.0536182977127859,0.011623547056617924,4.135988794190397e-17
5108,0.4993125859267592,4006,Umbrella,Corset,"""Pinstripe"" 5yr Old Headband (Imaginary) 🔥",Jeweled Belt,1920s Snow Boots,Kilt,Thong,Chain,0.018997625296837895,0.016622922134733157,0.00012498437695288088,0.05486814148231471,0.0007499062617172854,0.02837145356830396,0.045744281964754406,0.010498687664041995,2.2128045965806763e-17
5109,0.4106986626671666,4715,Video Game Console,Polo Shirt,Second Hand Bald Cap,Fish Belt,Sandals,Chaps,Diaper,Aged Golf Bag,0.019997500312460944,0.015873015873015872,0.00024996875390576176,0.049868766404199474,0.025746781652293462,0.024246969128858892,0.05649293838270216,0.0003749531308586427,5.232401620795418e-17
5110,0.5223097112860893,3822,Trumpet,"""Hot Pink"" 1980s Dinner Jacket (Fire) 🔥",Umbrella Hat,3yr Old Belt,Sneakers,Skirt,Thong,Monocle,0.01937257842769654,0.00012498437695288088,0.01124859392575928,0.001999750031246094,0.02124734408198975,0.026246719160104987,0.045744281964754406,0.01262342207224097,1.753923723088205e-17
5111,0.17597800274965625,6593,Microphone,Medieval Rain Coat,Second Hand Bow Hat,Chrome Belt,High Heel Sandals,Sweat Pants,Diaper,Tool Box,0.015998000249968752,0.004874390701162355,0.000999875015623047,0.05061867266591676,0.02062242219722535,0.02949631296087989,0.05649293838270216,0.012873390826146731,1.7459710175414474e-15
5112,0.4834395700537433,4133,Beer Mug,Cape,5yr Old Safari Hat,1800s Jeweled Belt,Jeweled Sandals,Miniskirt,Midway Briefs,VR Goggles,0.01949756280464942,0.016372953380827397,0.0004999375078115235,0.0004999375078115235,0.01849768778902637,0.02962129733783277,0.04361954755655543,0.013498312710911136,2.5740735810043904e-17
5113,0.5106861642294713,3915,Retro Beggar Cup,Bomber Jacket,Beret,1800s Leather Belt,Dress Shoe,Bell Bottoms,Tighty-whities,Suitcase,0.0004999375078115235,0.01524809398825147,0.011873515810523684,0.0007499062617172854,0.023497062867141608,0.02674665666791651,0.03999500062492189,0.011623547056617924,1.98310205185258e-17
5114,0.6554180727409074,2757,Record Player,Sweater,Visor,"""8 Bit"" 2021 Studded Belt (Ugly) 🔥",High Heel Sandals,Yoga Pants,Used Boxers,Feather Boa,0.01937257842769654,0.01687289088863892,0.016497937757780277,0.00012498437695288088,0.02062242219722535,0.031996000499937505,0.0004999375078115235,0.011623547056617924,2.584354486499532e-18
5115,0.9921259842519685,63,"""Blood Red"" 1970s Banjo (Expensive) 🔥",Overcoat,1960s Feather Hat,Fanny Pack,Dress Shoe,"""Preppy"" Victorian Cargo Pants (Alien) 🔥",1990s Boxer Briefs,1970s Steamer Trunk,0.00012498437695288088,0.015748031496062992,0.00024996875390576176,0.05199350081239845,0.023497062867141608,0.00012498437695288088,0.0013748281464816899,0.00024996875390576176,2.5817859806898912e-23
5116,0.7531558555180602,1975,Vintage Waifu Pillow,1990s Smoking Jacket,2yr Old Bandana,Studded Belt,High Heel Sandals,Jeans,Boxers,"""Icy"" Brand New Cross Necklace (Imaginary) 🔥",0.0007499062617172854,0.005374328208973878,0.0007499062617172854,0.05649293838270216,0.02062242219722535,0.023622047244094488,0.04611923509561305,0.00012498437695288088,4.794323582220059e-19
5117,0.3360829896262967,5312,Pillow,Used Plastic Shirt,1960s Headband,Fanny Pack,Medieval Roller Skates,Miniskirt,Boxer Briefs,Hat Bag,0.01987251593550806,0.006124234470691163,0.0008748906386701663,0.05199350081239845,0.0017497812773403325,0.02962129733783277,0.05199350081239845,0.012248468941382326,1.8273687752107186e-16
5118,0.9567554055743032,346,"""Anime"" Vintage Fidget Spinner (Hip) 🔥",Old Bandeau Top,2yr Old Wizard Hat,Rope,2yr Old Cleats,1970s Trousers,Granny Panties,Necklace,0.00012498437695288088,0.005749281339832521,0.0003749531308586427,0.05861767279090114,0.0006249218847644045,0.00024996875390576176,0.05199350081239845,0.012248468941382326,1.5711482722107755e-21
5119,0.3603299587551556,5118,Cat,Shawl,Sailors Bonet,Shoelace Belt,Medieval Roller Skates,5yr Old Cutoff Pants,Diaper,Festival Wristband,0.01799775028121485,0.015748031496062992,0.01399825021872266,0.05411823522059742,0.0017497812773403325,0.0003749531308586427,0.05649293838270216,0.013123359580052493,1.0443878655619251e-16
5120,0.8663917010373703,1069,Wrench,Old Polyester Shirt,Towel,Suspenders,"""Goth"" 2yr Old Cleats (Chic) 🔥",Second Hand Tights,Retro Granny Panties,Feather Boa,0.01862267216597925,0.005124359455068116,0.016122984626921636,0.05436820397450319,0.00012498437695288088,0.0003749531308586427,0.0011248593925759281,0.011623547056617924,5.1255637774869366e-20
5121,0.8192725909261342,1446,Dog Leash,1950s Tuxedo Jacket,Dunce Cap,Futuristic Rope,Brand New Loafers,Skort,Old Diaper,Guitar Case,0.01724784401949756,0.006124234470691163,0.01262342207224097,0.000999875015623047,0.0007499062617172854,0.025871766029246346,0.0004999375078115235,0.012248468941382326,1.5839447427539018e-19
5122,0.6540432445944258,2768,Key,Tailcoat,Beanie,Old Jeweled Belt,Espadrilles,Cargo Shorts,"""Blazing"" 1950s Tighty-whities (Chic) 🔥",Hoops,0.01949756280464942,0.013748281464816898,0.012373453318335208,0.000999875015623047,0.02099737532808399,0.02687164104486939,0.00012498437695288088,0.011498562679665042,2.689204756971574e-18
5123,0.981127359080115,151,"""Paisley"" 1920s Scissors (Vegan) 🔥",Vintage Trench Coat,"""Punk"" Vintage Headband (Stylin) 🔥",Fanny Pack,Stilletos,"""Pinstripe"" 5yr Old Crop Pants (Cruelty Free) 🔥",Tighty-whities,Aged VR Goggles,0.00012498437695288088,0.00562429696287964,0.00012498437695288088,0.05199350081239845,0.02124734408198975,0.00012498437695288088,0.03999500062492189,0.0003749531308586427,1.819163926708821e-22
5124,0.6611673540807399,2711,Guitar,2yr Old Bra,Bald Cap,Studded Belt,Sneakers,1800s Swim Trunks,Worn Out Jockstrap,Kandi Bracelet,0.019997500312460944,0.005999250093738283,0.013748281464816898,0.05649293838270216,0.02124734408198975,0.00012498437695288088,0.0007499062617172854,0.012373453318335208,2.2960087726052044e-18
5125,0.5449318835145607,3641,Book,1990s Tank Top,"""Forest Green"" 1990s Umbrella Hat (Imaginary) 🔥",Suspenders,1950s Sandals,Shorts,Boy Shorts,Sunglasses,0.01687289088863892,0.005874265716785402,0.00012498437695288088,0.05436820397450319,0.0013748281464816899,0.030246219222597175,0.047244094488188976,0.010123734533183352,1.3395273643617657e-17
5126,0.4551931008623922,4359,3yr Old Massager,Cape,Beanie,Jeweled Belt,Brand New Jeweled Sandals,Tights,Midway Briefs,Ski Goggle,0.00024996875390576176,0.016372953380827397,0.012373453318335208,0.05486814148231471,0.0011248593925759281,0.021372328458942633,0.04361954755655543,0.011498562679665042,3.3504158690896124e-17
5127,0.31583552055993,5474,Surf Board,Medieval Rain Coat,Hood,Leather Belt,High Heel Sandals,Kilt,5yr Old Boxers,Watch,0.020372453443319585,0.004874390701162355,0.013123359580052493,0.05536807899012623,0.02062242219722535,0.02837145356830396,0.0006249218847644045,0.011873515810523684,3.1325245584932563e-16
5128,0.6959130108736408,2433,1800s Paintbrush,1980s Dinner Jacket,Pith Helmet,Platinum Belt,Rain Boots,Chaps,"""Checkered"" Second Hand Thong (Designer) 🔥",Atomic Watch,0.0003749531308586427,0.005374328208973878,0.01799775028121485,0.051118610173728284,0.021622297212848394,0.024246969128858892,0.00012498437695288088,0.009498812648418948,1.153938789809652e-18
5129,0.2845894263217098,5724,TV Controller,Puffer Jacket,Viking Helm,Leather Belt,Wedge,Dress Pants,5yr Old Tighty-whities,Nerd Glasses,0.018872640919885015,0.01524809398825147,0.013873265841769778,0.05536807899012623,0.023372078490188727,0.024996875390576177,0.0003749531308586427,0.011373578302712161,5.507361305837516e-16
5130,0.4279465066866641,4577,Record Player,Hoodie,Fedora,1990s Belt,Shoes,Jeans,Second Hand Jockstrap,Hope Diamond,0.01937257842769654,0.01799775028121485,0.012873390826146731,0.0018747656542932134,0.021622297212848394,0.023622047244094488,0.0008748906386701663,0.011498562679665042,4.32376702833344e-17
5131,0.9237595300587427,610,Victorian Cat,Trench Coat,Brand New Cat Ears,Retro Rope,Dress Shoe,Victorian Leggings,Tighty-whities,Golf Bag,0.00024996875390576176,0.015623047119110112,0.0006249218847644045,0.0008748906386701663,0.023497062867141608,0.00024996875390576176,0.03999500062492189,0.012373453318335208,6.206216299735317e-21
5132,0.43344581927259096,4533,Record Player,Button Up,Captain Hat,1990s Suspenders,Leather Boots,1950s Cargo Shorts,Tighty-whities,Smart Watch,0.01937257842769654,0.01549806274215723,0.01549806274215723,0.0014998125234345708,0.01712285964254468,0.0006249218847644045,0.03999500062492189,0.013873265841769778,4.143484130742273e-17
5133,0.19635045619297586,6430,5yr Old Surf Board,Polo Shirt,Pith Helmet,Fish Belt,Stilletos,Kilt,Bikini,Watch,0.0003749531308586427,0.015873015873015872,0.01799775028121485,0.049868766404199474,0.02124734408198975,0.02837145356830396,0.03812023497062867,0.011873515810523684,1.457486106009299e-15
5134,0.20122484689413822,6391,Futuristic Golf Club,Robe,Jewelry Headpiece,Fanny Pack,Pumps,Kilt,Diaper,Hope Diamond,0.00024996875390576176,0.01799775028121485,0.016622922134733157,0.05199350081239845,0.019247594050743656,0.02837145356830396,0.05649293838270216,0.011498562679665042,1.3792917427150917e-15
5135,0.30621172353455817,5551,Dog Leash,Rain Coat,Propeller Hat,Fanny Pack,"""Plaid"" Second Hand Slippers (Dirty) 🔥",Chaps,G-String,Feather Boa,0.01724784401949756,0.016622922134733157,0.014248218972628422,0.05199350081239845,0.00012498437695288088,0.024246969128858892,0.050368703912010995,0.011623547056617924,3.76846486643954e-16
5136,0.2328458942632171,6138,Futuristic TV Controller,Vest,Peaked Cap,Shoelace Belt,Sneakers,Cutoff Pants,Boy Shorts,Suitcase,0.00024996875390576176,0.017622797150356206,0.013498312710911136,0.05411823522059742,0.02124734408198975,0.02662167229096363,0.047244094488188976,0.011623547056617924,9.995623055232347e-16
5137,0.47456567929008875,4204,Pen,Old Bandeau Top,Captain Hat,Victorian Shoelace Belt,Slippers,Capri Pants,Midway Briefs,1960s Wristband,0.02099737532808399,0.005749281339832521,0.01549806274215723,0.0014998125234345708,0.023497062867141608,0.025996750406199226,0.04361954755655543,0.0003749531308586427,2.8033914679720605e-17
5138,0.23684539432570928,6106,Video Game Console,Body Paint,1960s Tiara,Fanny Pack,Sneakers,Shorts,Diaper,Suitcase,0.019997500312460944,0.017622797150356206,0.00012498437695288088,0.05199350081239845,0.02124734408198975,0.030246219222597175,0.05649293838270216,0.011623547056617924,9.66415603598115e-16
5139,0.5159355080614922,3873,Spoon,Parka,Flat Cap,1990s Fanny Pack,Wedge,Futuristic Skort,Granny Panties,Tool Box,0.02099737532808399,0.014623172103487065,0.01262342207224097,0.0006249218847644045,0.023372078490188727,0.0004999375078115235,0.05199350081239845,0.012873390826146731,1.8943687091881422e-17
5140,0.9672540932383452,262,Second Hand Wrench,Waist Coat,1960s Cat Ears,Worn Out Shoelace Belt,Roller Skates,Old Kilt,Boxers,3yr Old VR Goggles,0.0003749531308586427,0.01549806274215723,0.0007499062617172854,0.0008748906386701663,0.022622172228471443,0.0004999375078115235,0.04611923509561305,0.0003749531308586427,7.456315122089178e-22
5141,0.026621672290963683,7788,Guitar,Sweater,Fez,Shoelace Belt,Wedge,Skinny Jeans,Thong,Ascot,0.019997500312460944,0.01687289088863892,0.014748156480439945,0.05411823522059742,0.023372078490188727,0.026246719160104987,0.045744281964754406,0.011748531433570804,8.878494536907317e-14
5142,0.2065991751031121,6348,TV Controller,Button Up,Helmet,Platinum Belt,Roller Skates,2021 Chaps,Tighty-whities,Antique Watch,0.018872640919885015,0.01549806274215723,0.016122984626921636,0.051118610173728284,0.022622172228471443,0.0006249218847644045,0.03999500062492189,0.009623797025371828,1.3117370041594396e-15
5143,0.6934133233345832,2453,Beggar Cup,Bandeau Top,Old Equestrian Helm,Fanny Pack,Used Leather Boots,Cutoff Pants,Thong,"""Paisley"" Old Shades (Cheap) 🔥",0.01849768778902637,0.017747781527309086,0.0006249218847644045,0.05199350081239845,0.0007499062617172854,0.02662167229096363,0.045744281964754406,0.00012498437695288088,1.2175061697173469e-18
5144,0.024996875390576156,7801,Wine Glass,Shawl,Cheese Head,Studded Belt,Linen Shoes,Swim Trunks,Boxer Briefs,Sunglasses,0.020122484689413824,0.015748031496062992,0.017747781527309086,0.05649293838270216,0.022122234720659918,0.024496937882764653,0.05199350081239845,0.010123734533183352,9.063099006116619e-14
5145,0.8001499812523435,1599,Video Game Console,Bowling Shirt,Crown,1950s Jeweled Belt,"""Punk"" Used Leather Boots (Wet) 🔥",1950s Cargo Shorts,Diaper,Tennis Bag,0.019997500312460944,0.017372828396450445,0.014498187726534183,0.000999875015623047,0.00012498437695288088,0.0006249218847644045,0.05649293838270216,0.010498687664041995,2.333008499850593e-19
5146,0.7410323709536308,2072,Retro Beer Mug,Robe,Wedding Veil,Victorian Fish Belt,Hightops,Old Yoga Pants,Thong,Grocery Bag,0.0003749531308586427,0.01799775028121485,0.013123359580052493,0.000999875015623047,0.023622047244094488,0.0004999375078115235,0.045744281964754406,0.011748531433570804,5.620042555434206e-19
5147,0.7160354955630546,2272,1990s Whip,Puffer Jacket,Cowboy,1950s Chrome Belt,Slippers,Track Pants,1950s Jockstrap,Engagement Ring,0.0006249218847644045,0.01524809398825147,0.013498312710911136,0.0008748906386701663,0.023497062867141608,0.026121734783152106,0.0011248593925759281,0.010498687664041995,8.156867320039925e-19
5148,0.366204224471941,5071,Record Player,Hoodie,Baseball Cap,Belt,Hightops,Sweat Pants,Brand New Trunks,1950s Hat Bag,0.01937257842769654,0.01799775028121485,0.01524809398825147,0.1078615173103362,0.023622047244094488,0.02949631296087989,0.0018747656542932134,0.00012498437695288088,9.362152683475123e-17
5149,0.02887139107611547,7770,Cat,Polyester Shirt,Crown,Rope,Slippers,Kilt,Boxer Briefs,Necklace,0.01799775028121485,0.013123359580052493,0.014498187726534183,0.05861767279090114,0.023497062867141608,0.02837145356830396,0.05199350081239845,0.012248468941382326,8.521804614658233e-14
5150,0.2099737532808399,6321,Surf Board,Body Paint,Top Hat,Suspenders,Snow Boots,Skort,Jockstrap,2yr Old Smart Watch,0.020372453443319585,0.017622797150356206,0.015748031496062992,0.05436820397450319,0.015873015873015872,0.025871766029246346,0.03999500062492189,0.00024996875390576176,1.2620204613421972e-15
5151,0.4328208973878265,4538,Beggar Cup,Sweater,Tiara,Futuristic Rope,Leather Boots,Yoga Pants,Midway Briefs,Vintage Bow Tie,0.01849768778902637,0.01687289088863892,0.014873140857392825,0.000999875015623047,0.01712285964254468,0.031996000499937505,0.04361954755655543,0.0003749531308586427,4.1589670837627885e-17
5152,0.2997125359330084,5603,Dog Leash,Overcoat,Fedora,Suspenders,Snow Boots,Jeans,Boy Shorts,2yr Old Crossbody Bag,0.01724784401949756,0.015748031496062992,0.012873390826146731,0.05436820397450319,0.015873015873015872,0.023622047244094488,0.047244094488188976,0.00012498437695288088,4.209003383532825e-16
